title,genres,rating
"Usual Suspects, The (1995)",Crime|Mystery|Thriller,"[5.0, 4.0, 1.0, 4.5, 5.0, 4.0, 4.5, 5.0, 4.0, 4.0, 3.5, 3.5, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 3.0, 4.5, 5.0, 3.0, 4.0, 3.0, 5.0, 4.5, 4.5, 4.0, 5.0, 4.5, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.5, 4.0, 4.0, 3.0, 3.0, 5.0, 5.0, 4.5, 4.0, 4.0, 4.0, 5.0, 3.0, 4.0, 4.5, 4.5, 4.5, 5.0, 5.0, 3.0, 5.0, 4.0, 4.0, 4.0, 5.0, 3.0, 5.0, 5.0, 4.5, 3.0, 4.5, 4.0, 2.5, 4.5, 4.0, 4.5, 5.0, 4.0, 4.5, 5.0, 4.0, 3.0, 4.0, 5.0, 4.0, 4.0, 5.0, 3.5, 4.5, 4.5, 3.5, 4.0, 3.0, 5.0, 5.0, 5.0, 3.5, 4.5, 5.0, 4.5, 2.5, 4.5, 5.0, 4.0, 5.0, 4.0, 4.5, 2.0, 4.5, 4.0, 2.0, 5.0, 5.0, 4.0, 5.0, 5.0, 3.0, 4.5, 4.5, 4.0, 5.0, 5.0, 4.5, 3.5, 5.0, 3.5, 4.0, 4.0, 4.5, 5.0, 5.0, 4.0, 4.5, 5.0, 3.0, 3.0, 4.5, 4.0, 5.0, 4.0, 5.0, 3.0, 5.0, 4.5, 4.5, 4.0, 5.0, 4.5, 3.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.5, 5.0, 3.0, 3.5, 4.0, 3.0, 5.0, 4.0, 3.5, 4.0, 4.5, 4.0, 3.0, 3.0, 4.0, 5.0, 4.5, 4.5, 2.0, 4.5, 5.0, 4.0, 5.0, 4.0, 4.5, 4.0, 5.0, 5.0, 1.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.5, 4.5, 5.0, 3.5, 5.0, 3.5, 5.0, 5.0, 4.5, 4.5, 4.0]"
Mighty Aphrodite (1995),Comedy|Drama|Romance,"[3.0, 3.0, 3.0, 5.0, 5.0, 3.0, 3.0, 4.0, 3.5, 4.0, 5.0, 4.0, 3.0, 4.0, 3.0, 4.0, 2.0, 3.0, 4.0, 3.0, 4.0, 3.0, 4.0, 4.0, 3.0, 3.5, 3.0, 1.0]"
Lamerica (1994),Adventure|Drama,"[5.0, 5.0]"
"Big Green, The (1995)",Children|Comedy,"[4.0, 2.0, 1.0]"
Georgia (1995),Drama,[4.0]
Home for the Holidays (1995),Drama,"[5.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.5, 2.0]"
"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,"[3.0, 5.0, 3.0, 3.0, 5.0, 4.0, 5.0, 5.0, 2.0, 2.0, 3.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.5, 5.0, 4.0, 5.0, 4.0, 4.5, 4.0, 5.0, 4.5, 4.0, 4.0, 3.5, 2.0, 5.0, 5.0, 3.5, 4.0, 4.0, 5.0, 3.0, 3.5]"
"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,"[4.0, 3.0, 5.0, 4.0, 5.0, 3.0, 3.0, 4.0, 4.0, 3.0, 2.0, 4.0, 3.0, 2.0, 2.5, 4.0, 4.0, 3.5, 1.0, 1.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 3.0, 4.0, 3.0, 2.0, 2.0, 5.0, 2.0, 4.0]"
Eye for an Eye (1996),Drama|Thriller,"[4.0, 4.0, 5.0, 4.0, 3.0, 2.5]"
Mr. Holland's Opus (1995),Drama,"[4.0, 5.0, 3.5, 4.0, 3.0, 5.0, 3.0, 5.0, 4.0, 3.0, 3.0, 3.5, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.5, 3.0, 4.0, 2.0, 3.0, 5.0, 5.0, 1.0, 4.0, 4.5, 1.0, 3.0, 3.0, 4.0, 3.0, 5.0, 5.0, 5.0, 3.0, 5.0, 2.0, 2.0, 3.0, 5.0, 3.0, 4.0, 2.5, 3.0, 3.0, 4.5, 3.0, 3.0, 4.5, 3.0, 5.0, 4.0, 5.0, 4.0, 3.0, 4.0, 4.0, 5.0, 3.0, 2.5, 3.5, 5.0, 4.0, 5.0, 3.0, 4.0, 3.0, 3.5, 3.0, 5.0, 4.0, 2.0, 2.5, 1.0, 4.0]"
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,"[3.5, 3.0, 3.0, 2.0, 4.0, 3.0, 0.5]"
Two if by Sea (1996),Comedy|Romance,"[2.0, 2.0, 1.0, 3.0, 3.0]"
Bio-Dome (1996),Comedy,"[3.0, 2.0, 3.0, 3.0, 3.5, 1.0, 1.5, 3.5, 1.0, 3.0, 1.0, 1.0, 3.0, 2.0, 3.0, 3.0, 3.0, 3.0, 2.5, 3.0, 3.0, 4.0, 2.0, 1.0, 2.0, 5.0, 1.0, 4.5, 3.0, 2.0, 2.0]"
Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,"[3.0, 3.0, 1.0, 3.0, 4.0, 2.0, 0.5, 3.0, 3.0]"
French Twist (Gazon maudit) (1995),Comedy|Romance,"[3.0, 2.0, 3.0, 5.0, 4.0]"
Friday (1995),Comedy,"[3.0, 4.0, 4.0, 3.5, 2.5, 3.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 3.0, 3.5, 5.0, 2.0, 4.5, 5.0, 4.0, 2.5]"
From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,"[3.0, 3.5, 2.0, 3.5, 4.0, 5.0, 1.0, 4.0, 4.0, 3.5, 4.5, 2.5, 4.5, 4.0, 4.0, 4.0, 4.5, 3.0, 3.0, 4.0, 5.0, 2.0, 5.0, 3.5, 4.0, 4.0, 4.0, 4.5, 2.0, 4.0, 3.0, 3.0, 5.0, 3.5, 1.0, 4.0, 4.0, 3.0, 3.0, 2.0, 4.0, 4.0, 2.0, 2.0, 5.0, 4.0, 2.0, 5.0, 3.5, 2.0, 3.5, 4.0, 4.0, 3.0, 4.0]"
Fair Game (1995),Action,"[1.0, 2.0, 1.5, 2.0, 2.0]"
Kicking and Screaming (1995),Comedy|Drama,"[4.0, 2.0, 4.5, 4.0, 4.0, 3.0, 1.0]"
"Misérables, Les (1995)",Drama|War,"[4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 2.5, 2.0, 3.0, 3.5, 3.0, 4.0]"
Bed of Roses (1996),Drama|Romance,"[4.0, 4.0, 3.0, 5.0, 5.0, 4.0, 3.0, 4.0]"
Big Bully (1996),Comedy|Drama,"[3.0, 1.0, 3.0, 3.0, 1.0]"
Screamers (1995),Action|Sci-Fi|Thriller,"[4.0, 5.0, 3.0, 4.0, 3.5, 2.0, 1.0, 5.0, 3.0, 4.0, 5.0, 2.0, 3.0, 2.5, 4.0]"
Nico Icon (1995),Documentary,[4.0]
"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,"[4.0, 3.0, 3.0]"
"Juror, The (1996)",Drama|Thriller,"[3.0, 5.0, 3.0, 1.0, 4.0, 2.0, 2.0, 4.0, 2.0, 1.0, 4.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0]"
"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,"[4.0, 4.0]"
Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,"[3.0, 3.0, 5.0, 3.5, 3.0, 3.0, 4.0, 3.0, 2.0, 2.0, 3.0, 3.5, 3.0, 2.5]"
Antonia's Line (Antonia) (1995),Comedy|Drama,"[5.0, 5.0, 5.0, 3.5, 2.5, 5.0, 1.0, 4.0]"
Once Upon a Time... When We Were Colored (1995),Drama|Romance,[3.0]
Angels and Insects (1995),Drama|Romance,"[5.0, 5.0, 5.0, 1.0, 3.0, 3.0, 5.0]"
White Squall (1996),Action|Adventure|Drama,"[5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 3.5, 5.0, 3.0, 3.0, 5.0, 3.0, 4.0, 3.0, 4.0]"
Dunston Checks In (1996),Children|Comedy,"[3.0, 2.0, 3.0, 3.0, 3.0, 3.0, 0.5]"
Black Sheep (1996),Comedy,"[2.0, 4.0, 2.0, 3.0, 3.0, 3.5, 5.0, 3.5, 2.0, 5.0, 3.5, 4.0, 3.0, 4.0, 0.5, 2.5]"
Nick of Time (1995),Action|Thriller,"[4.0, 2.0, 4.0, 2.5, 3.0, 4.0, 3.5, 3.0, 4.0, 2.5]"
Mary Reilly (1996),Drama|Horror|Thriller,"[4.0, 2.0, 2.0, 1.0, 2.0, 3.5, 3.0, 3.5]"
Vampire in Brooklyn (1995),Comedy|Horror|Romance,"[4.0, 3.0, 4.0, 1.0, 3.5, 3.0, 3.0, 1.5, 2.5]"
Beautiful Girls (1996),Comedy|Drama|Romance,"[4.0, 4.0, 4.0, 4.0, 4.0, 3.5, 4.0, 5.0, 4.0, 3.0]"
Broken Arrow (1996),Action|Adventure|Thriller,"[4.0, 3.0, 5.0, 2.0, 3.0, 3.0, 4.0, 4.0, 3.0, 3.5, 4.0, 2.0, 3.0, 3.0, 4.5, 1.5, 3.0, 4.0, 2.5, 3.0, 3.0, 4.0, 1.0, 3.0, 3.0, 3.0, 3.0, 3.0, 1.5, 3.5, 5.0, 3.0, 3.0, 2.0, 2.5, 3.0, 5.0, 1.0, 1.0, 3.0, 2.0, 5.0, 3.0, 3.0, 5.0, 2.0, 2.0, 3.5, 3.0, 3.0, 4.0, 3.0, 4.0, 2.0, 2.5, 2.0, 2.0, 1.0, 3.5, 4.0, 2.0, 4.0, 5.0, 3.0, 3.0, 1.0, 3.0, 1.5, 3.0, 4.0, 3.0, 4.0, 4.0, 3.0, 4.0, 1.5, 4.0, 2.5, 3.0, 2.0, 3.0, 4.0, 2.0, 3.5]"
In the Bleak Midwinter (1995),Comedy|Drama,[3.5]
"Hate (Haine, La) (1995)",Crime|Drama,"[4.5, 3.0, 3.0, 4.5, 3.5, 4.5, 5.0, 4.0, 3.0, 4.0]"
Heidi Fleiss: Hollywood Madam (1995),Documentary,"[5.0, 5.0]"
City Hall (1996),Drama|Thriller,"[3.0, 4.0, 3.0, 3.0, 3.0, 3.0, 1.0, 3.0, 3.0, 3.0, 2.0, 3.0, 2.0, 3.0]"
Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,"[5.0, 4.0, 4.5, 3.0, 2.0, 3.5, 5.0, 4.0, 4.5, 5.0, 3.5, 4.0, 3.5, 3.0, 3.5, 5.0, 1.0, 4.0, 3.0, 5.0, 2.5, 4.5, 4.0]"
Mr. Wrong (1996),Comedy,"[1.0, 1.0, 5.0, 1.0, 4.0]"
Unforgettable (1996),Mystery|Sci-Fi|Thriller,"[3.0, 3.0, 3.0]"
Happy Gilmore (1996),Comedy,"[4.0, 2.5, 2.0, 1.0, 4.0, 4.0, 5.0, 2.0, 3.0, 4.5, 3.5, 4.0, 1.5, 3.5, 4.0, 3.0, 2.0, 3.5, 4.0, 4.0, 3.0, 3.5, 5.0, 4.0, 5.0, 2.5, 4.0, 3.0, 3.5, 3.0, 4.5, 3.0, 2.0, 3.5, 2.5, 5.0, 5.0, 3.5, 3.5, 5.0, 3.5, 1.0, 3.5, 5.0, 4.0, 3.5, 3.0, 4.0, 5.0, 3.5, 3.0, 2.0, 2.0, 5.0, 0.5, 3.5, 5.0, 3.0, 3.5, 3.0, 3.5, 2.0, 4.0, 4.0, 4.0, 3.0, 3.0, 4.0, 3.5, 3.0, 4.0, 3.0, 2.0, 4.0, 2.0, 3.0, 4.0, 2.5, 4.0, 4.5, 5.0, 4.0, 3.0, 3.0, 3.0, 4.0, 4.0, 3.0, 5.0, 3.0, 3.0, 5.0, 3.0, 3.5, 5.0, 2.5, 3.0, 3.0, 3.0]"
"Bridges of Madison County, The (1995)",Drama|Romance,"[3.0, 3.0, 3.0, 4.0, 3.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 2.5, 3.0, 3.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.5, 1.0, 2.0, 3.5]"
Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,[4.0]
Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,"[2.0, 3.5, 4.5, 4.0, 5.0, 4.0, 3.0, 5.0, 3.5, 3.5, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0, 3.0, 4.0, 3.0, 3.0, 2.0, 1.0, 3.5, 3.0, 3.0]"
Catwalk (1996),Documentary,[4.0]
Braveheart (1995),Action|Drama|War,"[4.0, 4.0, 5.0, 3.0, 5.0, 5.0, 4.5, 4.5, 3.5, 5.0, 5.0, 0.5, 5.0, 4.0, 4.0, 3.0, 5.0, 5.0, 4.0, 3.0, 4.0, 4.0, 5.0, 2.0, 4.5, 2.5, 4.0, 5.0, 2.5, 4.5, 3.0, 4.5, 4.0, 4.0, 5.0, 5.0, 5.0, 4.5, 1.0, 3.5, 5.0, 5.0, 3.5, 3.5, 3.0, 5.0, 4.0, 3.5, 4.5, 4.0, 5.0, 4.0, 5.0, 2.5, 3.0, 5.0, 4.0, 5.0, 4.0, 4.0, 3.5, 4.5, 3.0, 4.0, 5.0, 4.0, 3.5, 4.0, 3.0, 5.0, 4.0, 5.0, 3.0, 3.5, 5.0, 3.0, 3.0, 3.0, 3.5, 3.0, 4.5, 4.0, 5.0, 4.0, 2.0, 4.0, 3.5, 3.5, 5.0, 4.5, 3.0, 4.0, 4.5, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 2.5, 3.0, 5.0, 4.0, 4.5, 4.0, 5.0, 5.0, 5.0, 1.5, 5.0, 2.5, 5.0, 3.0, 1.5, 4.0, 5.0, 3.5, 1.0, 4.0, 4.0, 5.0, 4.5, 3.5, 2.0, 5.0, 1.0, 3.5, 3.5, 4.0, 4.0, 5.0, 5.0, 4.5, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 3.5, 5.0, 4.0, 3.0, 3.5, 4.0, 5.0, 4.0, 5.0, 4.0, 3.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 2.5, 4.0, 3.0, 4.5, 4.0, 4.5, 3.5, 4.5, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.5, 5.0, 4.0, 5.0, 5.0, 3.0, 2.0, 5.0, 4.0, 3.0, 5.0, 4.5, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 1.5, 4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.5, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 3.5, 5.0, 5.0, 4.0, 5.0, 4.5, 5.0, 5.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 3.5, 2.0, 5.0, 1.0, 3.0, 3.0, 3.5, 5.0, 4.0, 3.0, 4.5]"
Taxi Driver (1976),Crime|Drama|Thriller,"[4.5, 4.0, 4.0, 5.0, 2.0, 4.0, 4.0, 5.0, 5.0, 3.0, 4.0, 4.5, 5.0, 3.0, 4.0, 4.5, 4.5, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.5, 5.0, 4.5, 4.5, 5.0, 2.0, 3.0, 5.0, 4.0, 4.5, 4.5, 5.0, 3.0, 4.0, 3.0, 3.0, 4.0, 5.0, 3.5, 5.0, 2.0, 3.0, 3.0, 3.5, 5.0, 5.0, 5.0, 2.0, 3.5, 4.0, 4.0, 4.0, 5.0, 4.0, 3.5, 5.0, 3.0, 3.0, 5.0, 4.5, 5.0, 4.5, 5.0, 3.0, 4.0, 5.0, 4.5, 4.5, 4.0, 4.0, 5.0, 5.0, 3.0, 4.0, 3.5, 3.0, 5.0, 5.0, 3.0, 5.0, 4.0, 4.5, 3.0, 5.0, 4.0, 3.0, 4.0, 4.0, 4.5, 5.0, 4.0, 3.5, 5.0, 4.0, 3.5, 3.0, 5.0]"
Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,"[4.0, 5.0, 4.0, 4.0, 3.0, 3.0, 2.0, 4.0, 4.0, 3.5, 3.5, 4.0, 5.0, 3.5, 3.0, 3.0, 4.0, 1.0, 3.0, 3.0, 5.0, 3.5, 2.0, 3.0, 4.0, 3.0, 4.0, 3.0, 2.5, 3.0, 3.5, 5.0, 5.0, 3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0, 4.0, 4.0, 2.0, 4.0]"
Before and After (1996),Drama|Mystery,"[3.0, 4.0, 3.0]"
Anne Frank Remembered (1995),Documentary,"[5.0, 3.5, 5.0, 3.0, 3.0]"
"Young Poisoner's Handbook, The (1995)",Crime|Drama,[3.0]
If Lucy Fell (1996),Comedy|Romance,"[3.0, 2.0]"
"Steal Big, Steal Little (1995)",Comedy,"[3.0, 3.0]"
"Boys of St. Vincent, The (1992)",Drama,"[4.0, 4.0]"
Boomerang (1992),Comedy|Romance,"[3.0, 3.0, 3.5, 4.0, 3.0, 3.0, 3.0, 2.0, 2.5, 3.0, 3.0, 2.5, 2.0, 2.0, 2.0, 1.0]"
Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,"[5.0, 4.5, 5.0, 3.0]"
Flirting With Disaster (1996),Comedy,"[5.0, 5.0, 2.0, 3.5, 1.0, 2.5, 4.0, 5.0, 4.0, 4.0, 3.0, 4.0]"
"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,"[1.0, 3.0, 2.0, 3.0, 1.0, 2.0, 2.0]"
Jupiter's Wife (1994),Documentary,[3.0]
Pie in the Sky (1996),Comedy|Romance,[2.0]
Jade (1995),Thriller,"[3.0, 3.0, 3.0, 2.0, 2.0, 4.0]"
Down Periscope (1996),Comedy,"[3.0, 3.0, 3.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 3.0, 1.0, 1.0, 4.0, 3.0, 4.0, 4.0, 4.0, 2.0, 3.0, 2.0, 3.0, 3.5, 1.0, 3.5, 4.0, 2.0, 1.0, 3.5, 4.0, 5.0, 3.0]"
Man of the Year (1995),Documentary,[3.0]
Up Close and Personal (1996),Drama|Romance,"[3.0, 3.0, 3.5, 4.0, 4.0, 3.0, 4.0, 3.0, 5.0, 3.5, 4.0, 2.5, 3.0, 3.0, 4.5, 3.0]"
"Birdcage, The (1996)",Comedy,"[4.0, 3.0, 1.0, 4.0, 4.0, 1.0, 3.0, 2.0, 3.5, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0, 4.0, 4.0, 3.0, 4.0, 3.5, 4.0, 5.0, 3.0, 3.0, 5.0, 4.0, 3.0, 4.0, 3.0, 4.0, 4.0, 2.0, 3.0, 4.5, 3.0, 4.0, 3.0, 3.0, 1.0, 3.0, 4.0, 5.0, 3.0, 2.5, 3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 2.0, 5.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.5, 3.0, 5.0, 3.5, 3.0, 4.0, 4.0, 5.0, 2.5, 3.0, 4.0, 3.0, 4.0, 3.5, 3.0, 3.5, 4.0, 3.0]"
"Brothers McMullen, The (1995)",Comedy,"[4.0, 3.0, 4.0, 4.5, 4.0, 2.0, 4.0, 4.0, 3.0, 2.0, 2.5, 3.0]"
Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,"[4.0, 3.5, 3.0, 1.5, 1.0, 4.5, 4.0, 4.0, 3.0, 5.0, 2.0, 1.0, 3.5, 3.5, 4.0, 3.0, 4.0, 3.0, 2.0, 3.0, 4.0, 3.0, 3.5, 4.0, 4.0, 3.0, 3.5, 3.0, 3.0, 2.0, 3.5, 2.5, 3.0, 5.0, 3.0, 4.0, 3.0, 3.5, 4.0, 3.0, 3.5, 4.0, 3.0, 3.0, 3.0, 4.0, 2.0, 3.0, 2.5, 4.0, 3.5]"
"Amazing Panda Adventure, The (1995)",Adventure|Children,"[4.0, 3.0, 3.0]"
"Basketball Diaries, The (1995)",Drama,"[2.5, 3.5, 4.0, 4.5, 4.0, 2.0, 2.5, 4.0, 3.5, 4.0, 5.0, 3.0, 3.0, 2.5, 4.0]"
"Awfully Big Adventure, An (1995)",Drama,[5.0]
Amateur (1994),Crime|Drama|Thriller,[2.0]
Apollo 13 (1995),Adventure|Drama|IMAX,"[3.0, 4.0, 4.5, 4.0, 5.0, 4.0, 3.5, 3.0, 4.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 3.0, 3.0, 4.0, 3.0, 3.0, 4.0, 4.0, 2.0, 4.0, 4.0, 3.0, 5.0, 3.5, 5.0, 4.0, 5.0, 5.0, 3.0, 4.0, 5.0, 3.0, 4.0, 1.0, 4.0, 3.0, 4.0, 4.0, 3.0, 2.0, 3.5, 5.0, 3.5, 5.0, 3.0, 3.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.5, 3.0, 4.0, 5.0, 4.0, 4.0, 4.0, 2.5, 2.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.5, 4.0, 5.0, 2.0, 4.5, 2.0, 5.0, 4.0, 3.0, 3.0, 2.5, 4.0, 4.0, 4.0, 4.0, 5.0, 3.0, 5.0, 4.5, 5.0, 2.0, 4.0, 3.0, 4.0, 3.0, 5.0, 2.0, 4.0, 3.0, 4.0, 4.0, 3.5, 4.5, 3.0, 3.0, 3.5, 4.0, 4.0, 5.0, 4.0, 4.0, 3.5, 3.5, 3.0, 4.0, 3.0, 3.0, 2.0, 3.0, 5.0, 5.0, 5.0, 3.5, 4.0, 4.0, 5.0, 4.0, 3.0, 5.0, 4.0, 4.0, 5.0, 3.0, 3.5, 2.0, 5.0, 5.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 3.0, 5.0, 4.5, 5.0, 3.0, 4.5, 4.0, 4.0, 3.5, 2.0, 5.0, 5.0, 3.5, 3.5, 4.5, 5.0, 3.0, 4.0, 4.5, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.5, 3.0, 4.0, 3.0, 3.0, 3.0, 4.0, 4.0, 3.0, 4.0, 5.0, 3.0, 4.0, 4.5, 5.0, 3.0, 3.5, 3.5, 2.5, 2.0, 4.0, 5.0, 5.0, 2.0, 3.0]"
Rob Roy (1995),Action|Drama|Romance|War,"[5.0, 4.0, 4.0, 5.0, 4.0, 3.0, 3.0, 2.0, 3.0, 2.0, 4.0, 3.0, 5.0, 4.0, 1.5, 3.0, 4.0, 5.0, 4.0, 4.0, 2.5, 4.0, 3.0, 4.0, 3.0, 3.0, 3.5, 3.0, 3.0, 4.0, 5.0, 3.0, 4.0, 3.0, 4.0, 3.0, 1.0, 3.5, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0]"
"Addiction, The (1995)",Drama|Horror,"[1.0, 2.0]"
Batman Forever (1995),Action|Adventure|Comedy|Crime,"[3.0, 3.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 5.0, 4.0, 4.0, 2.0, 3.0, 1.0, 2.5, 3.0, 3.0, 3.0, 2.0, 4.0, 3.0, 5.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 4.0, 4.0, 1.0, 4.0, 1.0, 3.0, 3.0, 3.0, 0.5, 3.0, 3.0, 4.0, 2.5, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.5, 1.0, 2.0, 4.0, 3.5, 2.0, 2.5, 4.0, 3.0, 3.5, 5.0, 3.0, 3.0, 2.0, 4.0, 4.0, 3.5, 3.0, 2.0, 3.0, 3.0, 2.0, 3.0, 2.0, 2.0, 3.0, 5.0, 2.0, 3.0, 4.0, 3.0, 3.0, 2.5, 3.0, 4.0, 3.0, 3.0, 3.0, 2.0, 3.0, 3.0, 2.0, 3.5, 1.0, 3.0, 1.0, 4.0, 2.5, 4.0, 5.0, 3.0, 4.0, 3.0, 3.0, 1.0, 2.0, 5.0, 3.0, 3.0, 3.0, 2.0, 3.0, 3.5, 3.0, 3.0, 3.0, 2.0, 5.0, 2.5, 1.5, 3.0, 2.0, 3.0, 3.0, 2.5, 3.0, 2.5, 3.0, 2.0, 4.0, 1.0, 3.0, 4.0, 3.0, 2.5, 3.0]"
Beauty of the Day (Belle de jour) (1967),Drama,"[3.0, 3.0, 5.0, 4.0, 4.0, 4.5, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0]"
Beyond Rangoon (1995),Adventure|Drama|War,"[4.0, 1.0, 2.0, 4.0, 1.0, 2.5]"
Blue in the Face (1995),Comedy|Drama,"[4.0, 2.0, 4.0]"
Canadian Bacon (1995),Comedy|War,"[5.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0, 4.0, 1.5, 4.0]"
Casper (1995),Adventure|Children,"[4.0, 1.0, 3.0, 3.0, 2.0, 4.0, 5.0, 1.0, 3.0, 0.5, 1.0, 2.0, 4.0, 3.0, 3.5, 3.0, 2.0, 3.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 5.0, 4.0, 3.0, 3.5, 3.0, 2.0, 1.5, 2.5, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 1.0, 4.0, 3.0, 3.0, 3.0, 0.5, 2.5, 2.0, 3.5, 2.0, 3.5, 4.0, 4.5, 2.0, 5.0, 4.0, 4.5, 1.0, 3.0, 4.0, 0.5]"
Clockers (1995),Crime|Drama|Mystery,"[3.0, 3.0, 3.5, 1.0, 4.0, 2.0, 3.0, 2.0, 4.5, 3.0, 2.0, 2.5, 3.5, 3.5]"
Congo (1995),Action|Adventure|Mystery|Sci-Fi,"[5.0, 4.0, 3.0, 1.0, 2.5, 2.5, 3.0, 2.0, 3.0, 2.0, 3.0, 4.0, 4.0, 3.0, 3.5, 3.0, 3.0, 3.0, 1.0, 4.0, 4.0, 3.0, 3.0, 4.0, 4.0, 3.0, 2.0, 2.0, 1.0, 3.0, 3.0, 4.0, 3.0, 1.0, 3.0, 1.5, 3.0, 2.0, 2.0, 1.0, 2.5, 3.5, 4.5, 1.0, 3.0, 4.0, 3.5, 2.0, 2.0, 2.5, 5.0, 3.0, 5.0, 2.5, 2.5, 3.0, 2.5]"
Crimson Tide (1995),Drama|Thriller|War,"[3.0, 2.0, 3.0, 3.0, 4.0, 3.0, 4.0, 3.0, 3.0, 4.0, 4.0, 3.0, 3.5, 3.0, 3.5, 4.0, 3.0, 3.0, 4.0, 3.0, 1.5, 4.5, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 3.0, 4.0, 3.5, 4.5, 5.0, 4.0, 3.0, 2.0, 4.0, 3.5, 4.0, 3.0, 4.0, 4.0, 5.0, 3.0, 4.0, 2.0, 1.0, 2.0, 3.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 3.0, 4.0, 4.0, 3.0, 3.5, 5.0, 4.0, 4.0, 4.0, 5.0, 2.0, 3.0, 3.5, 4.0, 3.5, 5.0, 5.0, 3.0, 5.0, 4.0, 4.0, 5.0, 3.0, 5.0, 2.5, 3.0, 4.0, 3.0, 3.0, 4.0, 5.0, 4.5, 4.0, 3.0, 4.0, 4.0, 3.5, 1.0, 4.0, 3.0]"
